"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Pertosse","PER","5-6 years","91.95",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Polio","POL","5-6 years","92.02",2023
7,"Liguria",44.41149315,8.9326992,"Morbillo","MOR","5-6 years","84.64",2023
7,"Liguria",44.41149315,8.9326992,"Parotite","PAR","5-6 years","84.18",2023
7,"Liguria",44.41149315,8.9326992,"Rosolia","ROS","5-6 years","84.58",2023
7,"Liguria",44.41149315,8.9326992,"Varicella","VAR","5-6 years","74",2023
7,"Liguria",44.41149315,8.9326992,"Difterite","DIF","5-6 years","85.69",2023
7,"Liguria",44.41149315,8.9326992,"Tetano","TET","5-6 years","85.7",2023
7,"Liguria",44.41149315,8.9326992,"Pertosse","PER","5-6 years","85.68",2023
7,"Liguria",44.41149315,8.9326992,"Polio","POL","5-6 years","85.92",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Morbillo","MOR","5-6 years","90.66",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Parotite","PAR","5-6 years","90.22",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Rosolia","ROS","5-6 years","90.52",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Varicella","VAR","5-6 years","78.39",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Difterite","DIF","5-6 years","91.1",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Tetano","TET","5-6 years","91.17",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Pertosse","PER","5-6 years","91.08",2023
8,"Emilia-Romagna",44.49436681,11.3417208,"Polio","POL","5-6 years","91.19",2023
9,"Toscana",43.76923077,11.25588885,"Morbillo","MOR","5-6 years","92.01",2023
9,"Toscana",43.76923077,11.25588885,"Parotite","PAR","5-6 years","91.8",2023
9,"Toscana",43.76923077,11.25588885,"Rosolia","ROS","5-6 years","91.97",2023
9,"Toscana",43.76923077,11.25588885,"Varicella","VAR","5-6 years","87.94",2023
9,"Toscana",43.76923077,11.25588885,"Difterite","DIF","5-6 years","90.08",2023
9,"Toscana",43.76923077,11.25588885,"Tetano","TET","5-6 years","90.16",2023
9,"Toscana",43.76923077,11.25588885,"Pertosse","PER","5-6 years","90.05",2023
9,"Toscana",43.76923077,11.25588885,"Polio","POL","5-6 years","90.02",2023
10,"Umbria",43.10675841,12.38824698,"Morbillo","MOR","5-6 years","94.16",2023
10,"Umbria",43.10675841,12.38824698,"Parotite","PAR","5-6 years","93.81",2023
10,"Umbria",43.10675841,12.38824698,"Rosolia","ROS","5-6 years","94.08",2023
10,"Umbria",43.10675841,12.38824698,"Varicella","VAR","5-6 years","65.91",2023
10,"Umbria",43.10675841,12.38824698,"Difterite","DIF","5-6 years","98.12",2023
10,"Umbria",43.10675841,12.38824698,"Tetano","TET","5-6 years","98.14",2023
10,"Umbria",43.10675841,12.38824698,"Pertosse","PER","5-6 years","98.12",2023
10,"Umbria",43.10675841,12.38824698,"Polio","POL","5-6 years","98.14",2023
11,"Marche",43.61675973,13.5188753,"Morbillo","MOR","5-6 years","83.8",2023
11,"Marche",43.61675973,13.5188753,"Parotite","PAR","5-6 years","83.46",2023
11,"Marche",43.61675973,13.5188753,"Rosolia","ROS","5-6 years","83.65",2023
11,"Marche",43.61675973,13.5188753,"Varicella","VAR","5-6 years","72.14",2023
11,"Marche",43.61675973,13.5188753,"Difterite","DIF","5-6 years","83.95",2023
11,"Marche",43.61675973,13.5188753,"Tetano","TET","5-6 years","83.96",2023
11,"Marche",43.61675973,13.5188753,"Pertosse","PER","5-6 years","83.94",2023
11,"Marche",43.61675973,13.5188753,"Polio","POL","5-6 years","83.95",2023
12,"Lazio",41.89277044,12.48366722,"Morbillo","MOR","5-6 years","79.84",2023
12,"Lazio",41.89277044,12.48366722,"Parotite","PAR","5-6 years","79.99",2023
12,"Lazio",41.89277044,12.48366722,"Rosolia","ROS","5-6 years","79.97",2023
12,"Lazio",41.89277044,12.48366722,"Varicella","VAR","5-6 years","62.23",2023
12,"Lazio",41.89277044,12.48366722,"Difterite","DIF","5-6 years","80.8",2023
12,"Lazio",41.89277044,12.48366722,"Tetano","TET","5-6 years","80.89",2023
12,"Lazio",41.89277044,12.48366722,"Pertosse","PER","5-6 years","80.85",2023
12,"Lazio",41.89277044,12.48366722,"Polio","POL","5-6 years","80.99",2023
13,"Abruzzo",42.35122196,13.39843823,"Morbillo","MOR","5-6 years","83.35",2023
13,"Abruzzo",42.35122196,13.39843823,"Parotite","PAR","5-6 years","83.09",2023
13,"Abruzzo",42.35122196,13.39843823,"Rosolia","ROS","5-6 years","83.31",2023
13,"Abruzzo",42.35122196,13.39843823,"Varicella","VAR","5-6 years","64.02",2023
13,"Abruzzo",42.35122196,13.39843823,"Difterite","DIF","5-6 years","83.87",2023
13,"Abruzzo",42.35122196,13.39843823,"Tetano","TET","5-6 years","83.86",2023
13,"Abruzzo",42.35122196,13.39843823,"Pertosse","PER","5-6 years","83.86",2023
13,"Abruzzo",42.35122196,13.39843823,"Polio","POL","5-6 years","83.82",2023
14,"Molise",41.55774754,14.65916051,"Morbillo","MOR","5-6 years","87.3",2023
14,"Molise",41.55774754,14.65916051,"Parotite","PAR","5-6 years","87.3",2023
14,"Molise",41.55774754,14.65916051,"Rosolia","ROS","5-6 years","87.3",2023
14,"Molise",41.55774754,14.65916051,"Varicella","VAR","5-6 years","82.82",2023
14,"Molise",41.55774754,14.65916051,"Difterite","DIF","5-6 years","88.77",2023
14,"Molise",41.55774754,14.65916051,"Tetano","TET","5-6 years","88.77",2023
14,"Molise",41.55774754,14.65916051,"Pertosse","PER","5-6 years","88.77",2023
14,"Molise",41.55774754,14.65916051,"Polio","POL","5-6 years","88.53",2023
15,"Campania",40.83956555,14.25084984,"Morbillo","MOR","5-6 years","70.99",2023
15,"Campania",40.83956555,14.25084984,"Parotite","PAR","5-6 years","70.93",2023
15,"Campania",40.83956555,14.25084984,"Rosolia","ROS","5-6 years","70.96",2023
15,"Campania",40.83956555,14.25084984,"Varicella","VAR","5-6 years","57.83",2023
15,"Campania",40.83956555,14.25084984,"Difterite","DIF","5-6 years","74.52",2023
15,"Campania",40.83956555,14.25084984,"Tetano","TET","5-6 years","74.52",2023
15,"Campania",40.83956555,14.25084984,"Pertosse","PER","5-6 years","74.5",2023
15,"Campania",40.83956555,14.25084984,"Polio","POL","5-6 years","74.53",2023
16,"Puglia",41.12559576,16.86736689,"Morbillo","MOR","5-6 years","84.92",2023
16,"Puglia",41.12559576,16.86736689,"Parotite","PAR","5-6 years","84.87",2023
16,"Puglia",41.12559576,16.86736689,"Rosolia","ROS","5-6 years","84.9",2023
16,"Puglia",41.12559576,16.86736689,"Varicella","VAR","5-6 years","82.94",2023
16,"Puglia",41.12559576,16.86736689,"Difterite","DIF","5-6 years","84.15",2023
16,"Puglia",41.12559576,16.86736689,"Tetano","TET","5-6 years","84.15",2023
16,"Puglia",41.12559576,16.86736689,"Pertosse","PER","5-6 years","84.15",2023
16,"Puglia",41.12559576,16.86736689,"Polio","POL","5-6 years","84.15",2023
17,"Basilicata",40.63947052,15.80514834,"Morbillo","MOR","5-6 years","86.68",2023
17,"Basilicata",40.63947052,15.80514834,"Parotite","PAR","5-6 years","86.68",2023
17,"Basilicata",40.63947052,15.80514834,"Rosolia","ROS","5-6 years","86.68",2023
17,"Basilicata",40.63947052,15.80514834,"Varicella","VAR","5-6 years","84.09",2023
17,"Basilicata",40.63947052,15.80514834,"Difterite","DIF","5-6 years","87.99",2023
17,"Basilicata",40.63947052,15.80514834,"Tetano","TET","5-6 years","87.99",2023
17,"Basilicata",40.63947052,15.80514834,"Pertosse","PER","5-6 years","87.99",2023
17,"Basilicata",40.63947052,15.80514834,"Polio","POL","5-6 years","87.99",2023
18,"Calabria",38.90597598,16.59440194,"Morbillo","MOR","5-6 years","84.76",2023
18,"Calabria",38.90597598,16.59440194,"Parotite","PAR","5-6 years","84.76",2023
18,"Calabria",38.90597598,16.59440194,"Rosolia","ROS","5-6 years","84.76",2023
18,"Calabria",38.90597598,16.59440194,"Varicella","VAR","5-6 years","82.69",2023
18,"Calabria",38.90597598,16.59440194,"Difterite","DIF","5-6 years","75.95",2023
18,"Calabria",38.90597598,16.59440194,"Tetano","TET","5-6 years","75.95",2023
18,"Calabria",38.90597598,16.59440194,"Pertosse","PER","5-6 years","75.95",2023
18,"Calabria",38.90597598,16.59440194,"Polio","POL","5-6 years","75.95",2023
19,"Sicilia",38.11569725,13.3623566999999,"Morbillo","MOR","5-6 years","70.97",2023
19,"Sicilia",38.11569725,13.3623566999999,"Parotite","PAR","5-6 years","70.85",2023
19,"Sicilia",38.11569725,13.3623566999999,"Rosolia","ROS","5-6 years","70.95",2023
19,"Sicilia",38.11569725,13.3623566999999,"Varicella","VAR","5-6 years","68.84",2023
19,"Sicilia",38.11569725,13.3623566999999,"Difterite","DIF","5-6 years","72.84",2023
19,"Sicilia",38.11569725,13.3623566999999,"Tetano","TET","5-6 years","72.84",2023
19,"Sicilia",38.11569725,13.3623566999999,"Pertosse","PER","5-6 years","72.82",2023
19,"Sicilia",38.11569725,13.3623566999999,"Polio","POL","5-6 years","72.77",2023
20,"Sardegna",39.21531192,9.110616306,"Morbillo","MOR","5-6 years","83.95",2023
20,"Sardegna",39.21531192,9.110616306,"Parotite","PAR","5-6 years","83.85",2023
20,"Sardegna",39.21531192,9.110616306,"Rosolia","ROS","5-6 years","83.89",2023
20,"Sardegna",39.21531192,9.110616306,"Varicella","VAR","5-6 years","79.23",2023
20,"Sardegna",39.21531192,9.110616306,"Difterite","DIF","5-6 years","83.31",2023
20,"Sardegna",39.21531192,9.110616306,"Tetano","TET","5-6 years","76.42",2023
20,"Sardegna",39.21531192,9.110616306,"Pertosse","PER","5-6 years","83.19",2023
20,"Sardegna",39.21531192,9.110616306,"Polio","POL","5-6 years","83.31",2023
NA,"Italia",41.1698638,7.4272648,"Morbillo","MOR","5-6 years","84.79",2023
NA,"Italia",41.1698638,7.4272648,"Parotite","PAR","5-6 years","84.57",2023
NA,"Italia",41.1698638,7.4272648,"Rosolia","ROS","5-6 years","84.74",2023
NA,"Italia",41.1698638,7.4272648,"Varicella","VAR","5-6 years","73.1",2023
NA,"Italia",41.1698638,7.4272648,"Difterite","DIF","5-6 years","85.1",2023
NA,"Italia",41.1698638,7.4272648,"Tetano","TET","5-6 years","84.99",2023
NA,"Italia",41.1698638,7.4272648,"Pertosse","PER","5-6 years","85.08",2023
NA,"Italia",41.1698638,7.4272648,"Polio","POL","5-6 years","85.13",2023
